Module,Customer,Style,Total SMV,Sewing SMV,SO#,LI,Sewing Stage,Colour,E,P,D/W,LC,Product Type,Buy Month,Season,Customer PO,Chassis ID,CWN,PO Type,Del. Date,Rev Del Date,Ord Qty,Planned Qty,Total Planned,Strip Planned,PSD,Prod Start Time,PED,Avg Per Day,FIH,1,9/4/23,9/5/23,9/6/23,9/7/23,9/8/23,9/9/23,9/10/23,9/11/23,9/12/23,9/13/23,9/14/23,9/15/23,9/16/23,9/17/23,9/18/23,9/19/23,9/20/23,9/21/23,9/22/23,9/23/23,9/24/23,9/25/23,9/26/23,9/27/23,9/28/23,9/29/23,9/30/23,10/1/23,10/2/23,10/3/23,10/4/23,10/5/23,10/6/23,10/7/23,10/8/23,10/9/23,10/10/23,10/11/23,10/12/23,10/13/23,10/14/23,10/15/23,10/16/23,10/17/23,10/18/23,10/19/23,10/20/23,10/21/23,10/22/23,10/23/23,10/24/23,10/25/23,10/26/23,10/27/23,10/28/23,10/29/23,10/30/23,10/31/23,11/1/23,11/2/23,11/3/23,11/4/23,11/5/23,11/6/23,11/7/23,11/8/23,11/9/23,11/10/23,11/11/23,11/12/23,11/13/23,11/14/23,11/15/23,11/16/23,11/17/23,11/18/23,11/19/23,11/20/23,11/21/23,11/22/23,11/23/23,11/24/23,11/25/23,11/26/23,11/27/23,11/28/23,11/29/23,11/30/23,12/1/23,12/2/23,12/3/23,12/4/23,12/5/23,12/6/23,12/7/23,12/8/23,12/9/23,12/10/23,12/11/23,12/12/23,12/13/23,12/14/23,12/15/23,12/16/23,12/17/23,12/18/23,12/19/23,12/20/23,12/21/23,12/22/23,12/23/23,12/24/23,12/25/23,12/26/23,12/27/23,12/28/23,12/29/23,12/30/23,12/31/23,SOLI
AL06,Patagonia,62385,15.18,15.18,1000987970,10,Stitch,BLWG,-,1,-,-,T-shirt Baselayer,2023_4_1,AAT,455389,BTCN3TTSFLCZ0PSH0V,BLWG,X014,9/30/23,-,2530,2606,164,164,9/4/23,6:00 AM,9/4/23,164,20230810,PPD,164,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987970::10
AL06,Patagonia,62385,15.18,15.18,1000987970,20,Stitch,FXCO,-,1,-,-,T-shirt Baselayer,2023_4_1,AAT,455389,BTCN3TTSFLCZ0PSH0V,FXCO,X014,9/30/23,-,3053,3145,147,147,9/11/23,8:47 AM,9/11/23,147,20230810,PPD,-,-,-,-,-,-,-,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987970::20
AL06,Patagonia,62385,15.18,15.18,1000987970,30,Stitch,RMPL,-,1,-,-,T-shirt Baselayer,2023_4_1,AAT,455389,BTCN3TTSFLCZ0PSH0V,RMPL,X014,9/30/23,-,2000,2060,298,298,9/12/23,6:20 PM,9/13/23,149,20230810,PPD,-,-,-,-,-,-,-,-,283,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987970::30
AL06,Patagonia,62390,18.67,18.67,1000987977,30,Stitch,NENA,-,-,-,-,Hoody Baselayer,2023_4_1,AAT,455446,JK3NEO0TTS0F0PFQ1ZSH0V0L,NENA,X014,9/30/23,-,2600,2678,129,129,9/18/23,5:46 PM,9/18/23,129,20230823,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987977::30
AL06,Patagonia,62390,18.67,18.67,1000987977,20,Stitch,COHC,-,-,-,-,Hoody Baselayer,2023_4_1,AAT,455446,JK3NEO0TTS0F0PFQ1ZSH0V0L,COHC,X014,9/30/23,-,2350,2421,221,221,9/20/23,8:16 PM,9/21/23,110,20230823,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987977::20
AL06,Patagonia,62390,18.67,18.67,1001001977,30,Stitch,WPYG,-,-,-,-,Hoody Baselayer,2023_5_2,AAT,456575,JK3NEO0TTS0F0PFQ1ZSH0V0L,WPYG,X014,10/31/23,-,1000,1030,510,510,9/21/23,2:16 PM,9/21/23,510,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,510,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001977::30
AL06,Patagonia,62390,18.67,18.67,1000987977,10,Stitch,BLSA,-,1,-,-,Hoody Baselayer,2023_4_1,AAT,455446,JK3NEO0TTS0F0PFQ1ZSH0V0L,BLSA,X014,9/30/23,-,2001,2061,2061,2061,9/21/23,9:13 PM,9/25/23,687,20230823,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,1191,-,-,786,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987977::10
AL06,Patagonia,62390,18.67,18.67,1001001977,10,Stitch,NENA,-,-,-,-,Hoody Baselayer,2023_5_2,AAT,456575,JK3NEO0TTS0F0PFQ1ZSH0V0L,NENA,X014,10/31/23,-,900,927,927,927,9/25/23,4:49 PM,9/26/23,464,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,405,522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001977::10
AL06,Patagonia,62390,18.67,18.67,1001001977,20,Stitch,PLPE,-,1,-,-,Hoody Baselayer,2023_5_2,AAT,456575,JK3NEO0TTS0F0PFQ1ZSH0V0L,PLPE,X014,10/31/23,-,1050,1082,1082,1082,9/26/23,1:06 PM,9/27/23,541,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,669,413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001977::20
AL06,Patagonia,62385,15.18,15.18,1001001944,40,Stitch,WPSA,-,1,-,-,T-shirt Baselayer,2023_5_2,AAT,456555,BTCN3TTSFLCZ0PSH0V,WPSA,X014,10/31/23,-,500,515,515,515,9/27/23,11:47 AM,10/2/23,258,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,-,-,-,-,315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001944::40
